ocena,data
3,2017-04-16T03:11:19Z
5,2017-10-26T07:49:16Z
5,2016-11-01T14:21:09Z
2,2018-04-24T03:40:03Z
2,2018-10-23T01:16:11Z
1,2018-09-22T11:26:44Z
2,2018-01-21T11:41:02Z
2,2018-07-13T11:15:16Z
3,2017-03-18T21:47:06Z
1,2018-04-05T15:31:18Z
2,2017-04-08T01:13:53Z
3,2018-09-13T13:08:11Z
3,2017-11-25T13:18:09Z
5,2017-06-04T14:50:13Z
4,2018-10-23T03:04:46Z
3,2018-04-08T12:53:35Z
4,2017-01-14T04:13:02Z
4,2018-10-06T16:49:34Z
2,2016-12-18T12:01:10Z
4,2018-04-29T03:49:04Z
1,2017-01-20T23:34:19Z
3,2018-03-30T14:08:20Z
5,2017-07-27T00:37:23Z
3,2018-04-27T23:52:18Z
2,2018-08-19T07:37:54Z
3,2018-05-18T06:29:21Z
5,2018-10-05T04:21:46Z
4,2017-09-19T17:16:16Z
3,2018-02-19T15:30:42Z
2,2017-12-27T20:11:34Z
2,2017-03-22T06:25:39Z
1,2018-08-19T07:00:30Z
5,2018-09-19T11:45:09Z
4,2018-06-08T22:15:03Z
3,2017-08-16T23:50:54Z
3,2017-03-08T11:23:04Z
3,2017-09-07T13:27:01Z
2,2017-10-23T08:00:05Z
5,2018-01-19T12:11:50Z
2,2018-03-11T23:47:28Z
5,2017-02-15T21:08:56Z
2,2017-08-24T22:00:17Z
5,2017-08-03T02:01:56Z
2,2017-07-29T18:25:28Z
3,2018-09-29T20:30:02Z
2,2018-10-15T19:00:19Z
2,2017-11-07T04:53:07Z
3,2017-08-18T04:29:41Z
5,2017-11-04T08:25:02Z
2,2018-04-09T08:37:22Z
2,2017-01-31T04:37:18Z
1,2016-12-05T07:48:41Z
2,2017-04-14T03:47:37Z
4,2018-10-19T07:18:24Z
1,2018-03-13T10:39:38Z
4,2018-06-18T01:33:08Z
1,2017-11-16T09:44:03Z
3,2017-07-24T03:24:21Z
5,2016-10-30T10:00:09Z
4,2018-05-05T10:54:26Z
3,2018-10-02T01:09:00Z
4,2016-11-13T13:33:55Z
2,2018-04-17T20:38:47Z
3,2017-11-01T07:16:17Z
2,2018-10-24T15:11:27Z
3,2018-09-26T14:44:57Z
2,2018-02-08T17:05:14Z
5,2018-01-20T18:11:56Z
3,2018-09-16T21:50:37Z
3,2018-02-23T23:11:19Z
2,2018-09-06T19:13:20Z
5,2018-05-28T21:04:44Z
1,2016-10-31T01:34:24Z
1,2017-11-06T16:17:26Z
2,2018-05-10T01:42:26Z
3,2018-09-06T21:16:13Z
2,2018-07-10T13:50:32Z
1,2018-06-23T12:06:36Z
3,2018-09-19T07:11:14Z
5,2017-07-03T03:27:37Z
3,2017-05-09T10:12:38Z
2,2018-10-24T09:26:22Z
4,2017-12-14T16:30:23Z
2,2017-01-26T17:44:21Z
3,2017-12-20T12:27:01Z
3,2017-01-11T10:14:08Z
4,2018-08-22T01:24:30Z
5,2018-05-03T16:33:22Z
3,2017-12-04T14:53:09Z
5,2018-05-29T07:13:16Z
4,2018-07-16T18:50:27Z
2,2017-12-12T05:46:18Z
3,2018-02-26T20:02:26Z
4,2018-06-03T18:27:21Z
4,2018-05-05T16:28:03Z
4,2018-02-05T22:39:50Z
4,2017-09-10T04:15:33Z
1,2017-07-28T16:31:32Z
5,2017-08-20T02:05:18Z
2,2018-10-05T07:45:42Z
4,2017-02-04T14:41:20Z
2,2017-04-29T20:49:24Z
5,2018-07-31T22:50:12Z
2,2017-04-24T08:22:20Z
2,2017-12-02T08:08:45Z
4,2018-07-24T04:13:05Z
1,2018-04-25T22:58:33Z
2,2017-09-02T12:35:33Z
4,2017-02-16T21:45:50Z
4,2017-10-14T02:38:46Z
3,2017-10-10T08:39:41Z
5,2017-04-02T12:53:55Z
5,2018-02-24T01:34:56Z
3,2016-12-29T20:20:35Z
1,2018-05-03T05:28:25Z
3,2017-01-29T07:47:54Z
5,2017-08-31T12:50:10Z
4,2016-12-02T04:57:40Z
2,2018-07-30T07:38:07Z
5,2018-03-29T11:46:41Z
4,2017-06-16T17:59:19Z
1,2017-11-15T11:30:05Z
1,2016-12-02T10:29:50Z
1,2017-11-25T19:20:44Z
5,2018-09-23T14:59:31Z
5,2017-11-12T01:10:21Z
1,2018-05-28T08:54:03Z
4,2018-01-24T00:05:11Z
2,2017-01-12T01:50:53Z
4,2018-08-10T00:26:25Z
3,2018-09-04T04:17:44Z
4,2018-06-13T23:33:42Z
3,2018-09-21T04:27:26Z
3,2017-09-09T07:00:31Z
3,2017-12-23T23:18:21Z
3,2018-03-24T12:52:50Z
3,2018-08-11T16:39:30Z
2,2018-02-07T05:33:51Z
1,2018-05-22T22:21:51Z
5,2017-04-21T00:41:06Z
3,2017-04-02T20:59:10Z
4,2018-01-14T09:32:32Z
1,2017-05-29T21:13:42Z
2,2017-07-21T11:02:37Z
4,2017-01-29T05:13:38Z
1,2017-03-04T08:39:13Z
2,2017-08-31T00:10:04Z
5,2018-07-14T21:24:21Z
5,2016-11-22T12:21:23Z
2,2018-10-26T19:26:03Z
4,2018-02-22T10:22:18Z
1,2018-09-27T15:29:33Z
1,2017-03-11T04:27:48Z
1,2017-06-17T21:23:05Z
2,2018-08-25T01:35:52Z
1,2018-09-10T14:58:17Z
5,2018-03-27T19:56:03Z
1,2018-07-09T06:29:33Z
3,2018-07-28T06:42:32Z
5,2018-04-23T14:33:32Z
5,2017-12-03T22:06:50Z
2,2016-11-13T02:29:37Z
2,2016-11-26T20:57:00Z
2,2017-03-15T16:07:12Z
2,2018-03-01T13:45:38Z
1,2018-04-13T01:55:07Z
5,2018-09-30T22:17:35Z
4,2017-01-13T16:55:19Z
3,2017-12-25T17:42:17Z
5,2017-12-04T08:20:50Z
3,2016-12-01T03:43:35Z
2,2017-08-02T20:08:07Z
2,2017-09-19T01:59:02Z
4,2016-12-07T03:42:01Z
5,2017-10-21T00:16:43Z
1,2017-11-12T23:22:53Z
3,2018-01-28T14:44:02Z
3,2018-01-11T09:40:01Z
1,2017-10-20T10:22:58Z
4,2017-04-21T05:50:51Z
5,2018-02-02T14:01:43Z
3,2018-06-26T06:29:30Z
5,2017-06-14T03:44:53Z
1,2018-07-20T01:33:34Z
3,2018-01-29T19:25:56Z
5,2018-09-12T09:13:51Z
3,2017-02-25T16:49:58Z
5,2018-09-20T22:59:28Z
3,2016-11-11T03:07:50Z
1,2017-08-22T14:00:14Z
2,2017-10-24T17:40:19Z
2,2017-02-03T19:34:23Z
5,2017-04-05T00:09:37Z
3,2017-11-20T01:59:29Z
2,2018-04-22T11:19:51Z
4,2017-12-28T20:50:03Z
3,2017-05-26T11:21:48Z
5,2018-04-30T09:27:16Z
4,2018-09-15T07:13:35Z
2,2017-06-25T11:19:14Z
2,2018-04-28T11:35:37Z
3,2018-08-01T07:48:39Z
3,2018-08-27T20:09:06Z
5,2017-05-25T20:33:54Z
1,2018-09-17T17:48:45Z
5,2017-01-23T01:26:43Z
4,2018-01-25T10:00:44Z
2,2017-04-19T02:41:16Z
1,2018-01-20T12:18:57Z
3,2018-03-08T03:48:46Z
4,2016-12-17T19:42:30Z
4,2017-08-21T01:11:33Z
3,2018-06-21T07:39:08Z
2,2017-04-12T11:55:30Z
3,2017-05-16T20:57:54Z
2,2017-01-20T21:27:07Z
5,2018-03-26T04:19:00Z
4,2017-10-20T11:46:15Z
2,2018-01-18T10:27:45Z
2,2017-09-04T13:17:30Z
3,2016-12-08T08:42:21Z
5,2018-05-16T06:38:33Z
1,2017-02-08T15:22:14Z
4,2018-01-17T17:21:43Z
4,2018-03-05T17:01:31Z
2,2016-11-01T04:42:34Z
4,2018-09-12T06:42:38Z
4,2018-07-15T12:38:13Z
3,2018-03-19T14:58:23Z
3,2018-08-23T08:46:18Z
1,2018-07-25T18:55:39Z
4,2017-04-08T05:21:52Z
1,2018-05-07T02:00:15Z
5,2017-11-15T20:56:56Z
2,2017-02-11T23:14:17Z
1,2017-10-23T19:02:54Z
4,2018-03-06T19:00:04Z
5,2017-11-17T15:53:23Z
4,2017-12-02T21:15:41Z
5,2018-01-03T07:53:54Z
3,2018-05-02T19:00:42Z
1,2017-09-26T12:08:21Z
4,2017-12-20T10:35:44Z
4,2018-04-26T22:06:54Z
4,2018-01-24T15:07:43Z
4,2017-09-07T22:57:31Z
3,2018-09-29T13:31:08Z
5,2017-07-17T21:41:37Z
4,2017-02-21T07:10:04Z
2,2017-01-03T13:38:04Z
2,2017-06-16T15:08:58Z
4,2018-01-05T11:02:43Z
1,2017-06-21T02:24:35Z
2,2017-02-03T20:11:44Z
4,2017-03-28T13:00:24Z
2,2017-03-10T13:44:42Z
2,2017-08-24T21:49:30Z
4,2016-11-09T11:55:13Z
5,2018-02-22T16:07:13Z
2,2018-09-11T13:13:38Z
4,2017-09-15T07:53:01Z
3,2018-08-16T04:35:46Z
3,2018-02-28T23:48:33Z
5,2016-11-17T21:17:58Z
5,2017-08-10T14:56:29Z
4,2017-11-24T20:06:32Z
4,2018-03-28T03:49:49Z
2,2017-08-31T03:30:42Z
1,2017-02-09T04:52:26Z
4,2018-09-25T15:08:00Z
1,2018-01-06T00:30:48Z
1,2018-08-19T22:35:19Z
1,2017-01-14T06:26:27Z
2,2018-07-12T05:50:12Z
2,2018-03-23T05:31:42Z
1,2016-12-16T12:47:20Z
5,2018-08-01T09:34:31Z
4,2017-07-25T03:05:55Z
3,2018-01-11T04:58:23Z
3,2017-11-03T14:11:59Z
3,2018-07-14T17:56:57Z
5,2018-10-10T22:19:09Z
5,2017-11-30T07:54:04Z
1,2018-01-20T08:22:35Z
5,2018-01-19T03:44:55Z
3,2018-10-07T23:31:11Z
3,2017-05-20T05:45:12Z
3,2017-02-06T03:04:48Z
3,2018-07-30T16:47:18Z
2,2017-06-15T01:04:21Z
5,2016-11-02T02:00:15Z
4,2018-07-23T17:02:36Z
4,2018-07-09T13:01:06Z
5,2017-05-08T09:16:25Z
2,2018-10-28T01:06:45Z
2,2017-11-16T18:21:58Z
3,2018-01-17T11:29:52Z
3,2017-12-26T22:50:27Z
4,2017-10-21T16:02:57Z
5,2017-08-31T19:32:51Z
4,2017-05-16T22:02:45Z
1,2018-03-04T14:49:21Z
3,2017-11-05T07:37:33Z
4,2017-12-29T15:07:48Z
4,2017-03-18T05:31:02Z
3,2018-02-21T15:08:27Z
3,2017-01-14T02:35:47Z
3,2018-07-25T23:38:22Z
2,2017-12-17T10:59:10Z
4,2018-08-03T16:33:04Z
1,2017-07-16T23:07:33Z
5,2017-10-22T04:06:42Z
5,2017-04-18T08:39:53Z
3,2017-05-14T13:18:30Z
5,2018-10-10T07:56:25Z
3,2016-11-30T16:40:23Z
3,2018-02-26T04:40:58Z
5,2018-05-03T21:15:49Z
1,2018-09-06T04:37:08Z
4,2018-02-13T17:47:54Z
3,2017-07-12T21:09:51Z
2,2018-03-24T03:23:08Z
4,2018-08-20T13:15:37Z
5,2018-04-16T13:09:52Z
1,2018-09-07T04:19:45Z
4,2017-07-01T14:44:28Z
3,2017-01-14T08:34:56Z
3,2018-09-20T17:01:31Z
2,2017-02-12T00:47:04Z
5,2016-12-24T15:18:30Z
2,2018-07-14T02:00:10Z
5,2016-11-02T15:29:33Z
4,2017-08-15T19:32:42Z
2,2018-06-15T18:01:48Z
2,2018-04-09T16:50:14Z
3,2018-09-27T13:13:28Z
4,2018-01-04T11:45:20Z
5,2017-07-31T09:26:59Z
4,2018-08-18T08:30:56Z
5,2017-02-08T11:07:34Z
3,2018-06-02T20:47:00Z
1,2017-09-08T00:09:11Z
5,2018-04-21T12:23:11Z
5,2017-01-15T11:16:01Z
5,2018-10-12T16:10:57Z
4,2018-05-22T15:34:53Z
2,2017-07-04T18:46:50Z
3,2017-01-14T09:47:50Z
1,2017-12-22T13:38:46Z
4,2017-03-14T22:55:17Z
3,2017-07-28T11:35:03Z
5,2018-03-10T20:44:12Z
2,2017-06-14T18:16:41Z
5,2018-05-15T15:25:41Z
4,2018-07-01T13:23:30Z
1,2018-06-05T13:42:59Z
5,2017-05-23T17:01:47Z
4,2017-02-02T14:32:05Z
4,2017-06-20T10:27:10Z
2,2018-02-18T06:33:57Z
2,2018-04-25T12:24:00Z
4,2018-05-03T06:39:11Z
4,2018-07-13T16:00:56Z
5,2017-04-11T01:39:35Z
3,2018-07-04T21:04:45Z
1,2018-04-24T21:42:08Z
3,2018-06-20T20:29:12Z
3,2017-01-14T00:47:03Z
2,2018-06-27T03:24:56Z
1,2018-08-14T16:09:12Z
3,2017-06-14T09:51:42Z
4,2017-08-11T00:05:52Z
4,2018-02-21T14:43:20Z
1,2017-06-23T12:57:16Z
2,2017-02-27T19:43:42Z
2,2017-06-25T23:58:20Z
4,2018-09-10T23:56:27Z
3,2018-10-17T15:59:56Z
5,2018-07-13T08:34:50Z
4,2018-06-18T06:37:04Z
5,2018-02-09T13:26:10Z
5,2017-12-30T08:16:15Z
5,2017-08-12T10:55:06Z
3,2016-11-07T06:24:11Z
5,2018-06-28T00:50:47Z
2,2018-10-15T14:10:28Z
3,2017-05-09T17:10:06Z
4,2017-06-15T17:57:53Z
3,2017-01-02T09:20:19Z
2,2017-04-02T17:29:56Z
4,2018-05-03T13:51:30Z
2,2016-12-16T06:23:53Z
4,2017-09-13T19:34:43Z
2,2018-02-20T21:05:59Z
5,2017-02-05T23:33:17Z
2,2018-07-01T08:25:03Z
3,2018-09-19T03:55:18Z
5,2017-07-17T11:28:15Z
3,2017-10-31T09:58:57Z
4,2017-06-24T07:57:51Z
4,2018-06-06T06:58:46Z
4,2018-04-21T16:24:24Z
4,2017-03-05T08:04:12Z
4,2018-07-02T20:53:13Z
4,2018-06-19T00:28:34Z
1,2017-04-11T22:16:56Z
4,2018-08-27T20:42:04Z
3,2017-05-05T11:57:47Z
2,2018-08-22T02:50:49Z
2,2018-09-25T23:58:04Z
4,2018-05-21T15:21:26Z
3,2018-01-28T04:31:13Z
2,2017-11-04T06:50:51Z
4,2017-02-01T18:19:16Z
4,2017-11-03T19:04:06Z
5,2017-12-02T10:25:24Z
4,2017-08-05T15:32:27Z
5,2018-05-06T08:16:09Z
3,2017-04-11T08:36:40Z
5,2017-06-18T13:34:48Z
5,2017-04-14T22:35:36Z
5,2017-12-04T04:41:43Z
4,2018-01-06T08:32:03Z
1,2017-03-28T22:19:19Z
3,2017-11-01T20:27:35Z
4,2017-07-02T22:41:03Z
4,2018-03-17T10:53:39Z
1,2018-05-01T21:42:53Z
3,2018-03-23T06:16:38Z
2,2016-12-18T04:34:26Z
1,2017-10-09T23:07:07Z
5,2018-05-09T13:13:46Z
1,2018-01-18T13:44:34Z
3,2018-06-05T06:18:42Z
4,2018-02-19T02:11:03Z
4,2018-06-21T08:42:42Z
3,2018-07-04T23:36:39Z
2,2018-07-29T23:15:02Z
2,2017-04-05T06:36:51Z
3,2017-10-16T15:29:49Z
5,2018-03-26T21:07:36Z
3,2018-10-18T05:33:29Z
5,2018-07-05T14:48:00Z
2,2018-03-30T16:29:44Z
4,2016-11-14T18:33:39Z
2,2018-04-05T03:49:19Z
1,2017-10-29T13:56:57Z
1,2018-10-13T14:45:13Z
3,2016-12-19T03:51:56Z
1,2017-11-08T12:58:47Z
2,2018-02-08T20:23:54Z
3,2018-09-24T00:33:38Z
4,2018-08-13T20:58:26Z
2,2017-07-05T09:21:48Z
3,2018-07-21T15:14:15Z
2,2018-02-12T14:31:38Z
5,2017-01-16T01:52:11Z
2,2017-05-22T19:50:00Z
5,2018-01-07T11:15:32Z
5,2018-07-02T18:40:39Z
3,2018-08-25T22:56:01Z
3,2017-04-27T09:27:54Z
1,2017-03-26T07:09:36Z
1,2017-08-18T00:20:56Z
4,2016-12-22T15:41:35Z
5,2017-11-17T17:43:05Z
2,2017-11-26T07:41:01Z
5,2017-02-27T08:48:52Z
1,2018-09-13T08:30:31Z
1,2017-09-05T20:13:26Z
2,2017-03-24T02:30:28Z
4,2018-02-06T12:26:01Z
1,2018-09-03T12:58:32Z
2,2017-01-22T10:05:55Z
5,2018-06-11T10:58:24Z
2,2018-06-01T17:06:56Z
1,2018-05-17T06:01:13Z
5,2017-09-28T01:22:26Z
1,2017-05-08T23:22:34Z
4,2017-03-21T14:39:21Z
2,2017-04-19T14:15:38Z
4,2018-05-16T01:03:59Z
3,2017-08-10T18:34:37Z
1,2017-08-06T16:26:37Z
5,2018-02-16T19:36:51Z
3,2017-04-06T23:17:09Z
1,2017-02-17T15:09:19Z
3,2018-09-05T14:02:24Z
1,2017-04-03T10:57:09Z
5,2018-06-18T16:01:56Z
2,2017-02-12T17:29:56Z
3,2017-04-11T21:14:54Z
2,2018-04-07T05:49:49Z
2,2018-08-15T17:16:04Z
4,2018-05-23T18:48:42Z
2,2018-08-17T07:15:39Z
2,2017-01-29T02:42:28Z
4,2017-06-12T00:02:01Z
5,2017-08-07T18:51:23Z
3,2018-01-19T17:00:34Z
5,2017-01-23T09:31:43Z
2,2018-09-10T15:56:32Z
3,2018-07-01T01:56:27Z
1,2018-10-25T07:02:54Z
4,2017-03-14T11:12:03Z
5,2017-07-20T12:14:26Z
4,2017-07-11T20:38:26Z
3,2017-03-07T16:36:01Z
2,2017-09-29T10:14:42Z
1,2017-02-23T08:52:53Z
3,2018-04-19T17:14:02Z
2,2017-05-26T07:44:09Z
3,2017-11-26T05:24:07Z
3,2018-05-28T00:03:11Z
4,2017-10-15T21:35:03Z
2,2016-11-23T23:51:17Z
2,2018-05-15T14:15:07Z
5,2018-07-30T02:28:32Z
5,2017-01-16T13:14:05Z
4,2018-10-02T03:59:23Z
3,2017-04-02T03:19:06Z
5,2017-10-14T20:16:58Z
3,2017-03-10T06:42:12Z
5,2018-09-25T00:58:25Z
2,2017-06-08T20:44:10Z
1,2018-01-22T09:40:23Z
1,2017-07-14T23:20:55Z
5,2018-08-25T14:21:06Z
3,2016-11-21T00:19:43Z
4,2016-12-12T22:35:58Z
1,2017-04-04T17:17:59Z
1,2017-08-19T02:16:27Z
3,2018-02-13T03:37:02Z
5,2018-01-16T05:30:38Z
4,2018-09-25T21:40:23Z
3,2017-04-29T22:13:06Z
3,2018-09-06T09:03:17Z
2,2018-05-26T02:45:07Z
1,2017-06-17T06:19:58Z
2,2018-06-05T06:41:47Z
5,2017-08-15T08:35:59Z
1,2017-10-19T12:06:34Z
2,2017-11-04T13:10:49Z
5,2016-11-23T08:43:45Z
2,2017-09-12T02:54:04Z
1,2018-10-24T07:32:27Z
2,2018-05-27T07:58:29Z
5,2018-07-27T12:22:05Z
4,2018-04-22T17:21:02Z
2,2016-10-29T14:47:19Z
2,2018-03-14T00:08:09Z
1,2018-01-02T18:31:51Z
1,2018-08-07T12:42:36Z
4,2018-07-06T06:01:55Z
1,2018-04-30T05:57:11Z
2,2018-10-27T03:50:38Z
2,2017-06-11T07:14:52Z
4,2018-06-15T20:40:12Z
3,2018-08-02T21:50:08Z
5,2018-10-24T07:02:09Z
2,2017-11-06T10:49:46Z
1,2018-02-04T02:54:38Z
2,2017-08-12T08:52:34Z
3,2017-11-25T06:32:36Z
3,2017-12-25T18:44:12Z
4,2017-08-28T02:09:31Z
3,2018-10-02T12:08:58Z
1,2018-01-07T23:44:56Z
3,2017-05-11T12:24:26Z
5,2018-03-16T01:40:38Z
3,2018-03-19T09:39:56Z
1,2017-03-14T03:43:09Z
2,2018-06-12T19:09:33Z
2,2017-03-04T13:45:02Z
4,2018-05-12T09:35:15Z
5,2018-09-10T10:03:43Z
2,2017-12-28T21:46:32Z
2,2017-10-30T13:18:39Z
2,2017-04-04T10:23:53Z
5,2017-08-27T16:26:52Z
5,2016-12-31T13:19:16Z
5,2018-09-30T11:40:47Z
1,2018-06-14T19:58:26Z
5,2017-09-09T02:33:25Z
3,2017-01-14T10:38:47Z
1,2017-04-25T13:24:42Z
3,2017-01-01T11:30:47Z
1,2017-04-22T12:14:35Z
4,2017-05-10T14:52:44Z
5,2017-01-21T20:44:33Z
3,2018-02-03T07:49:56Z
2,2018-10-25T13:05:40Z
4,2018-01-10T07:24:21Z
2,2017-12-24T02:35:39Z
2,2017-08-13T11:05:49Z
4,2018-04-26T06:45:14Z
1,2017-07-18T15:58:59Z
2,2016-11-30T12:32:49Z
2,2018-04-28T17:17:07Z
5,2018-08-23T10:40:07Z
1,2018-08-26T14:26:30Z
5,2017-07-24T04:01:51Z
1,2018-04-04T00:00:15Z
1,2017-08-25T23:21:07Z
2,2018-05-20T07:48:34Z
2,2017-03-02T03:25:47Z
3,2017-05-28T08:08:53Z
2,2017-08-28T13:41:28Z
4,2018-09-27T20:54:23Z
2,2017-06-30T08:52:28Z
4,2018-04-06T04:32:40Z
3,2018-07-16T01:42:49Z
3,2018-08-14T20:41:57Z
4,2017-10-24T04:58:25Z
3,2018-07-03T06:41:22Z
4,2017-06-20T02:05:52Z
1,2018-05-16T10:29:33Z
1,2017-12-30T04:14:58Z
4,2017-02-11T20:30:56Z
1,2016-11-01T14:00:09Z
1,2017-02-03T03:35:58Z
2,2017-03-14T02:01:42Z
4,2017-06-05T06:45:46Z
1,2018-05-21T22:42:38Z
3,2017-07-05T07:40:22Z
2,2017-06-19T13:45:51Z
4,2017-07-21T07:40:47Z
4,2018-01-18T23:37:02Z
2,2018-09-29T21:41:46Z
4,2018-08-14T20:11:19Z
4,2017-07-20T05:59:04Z
3,2018-02-06T09:12:48Z
1,2017-07-17T23:41:30Z
3,2017-08-06T20:06:54Z
2,2017-02-17T22:33:01Z
2,2017-02-22T21:35:31Z
1,2018-05-30T22:10:16Z
2,2017-09-26T22:44:32Z
1,2017-11-20T06:33:41Z
3,2017-02-28T16:07:34Z
4,2017-07-27T21:46:25Z
5,2018-09-10T00:39:42Z
5,2017-03-20T20:08:02Z
4,2017-03-28T20:05:04Z
2,2017-08-30T13:57:53Z
4,2017-07-30T06:49:50Z
4,2016-11-12T23:21:54Z
3,2018-08-23T17:47:54Z
5,2018-01-08T12:25:38Z
1,2018-04-19T06:03:17Z
3,2016-11-21T17:23:15Z
2,2017-03-19T11:17:04Z
3,2017-09-08T00:15:28Z
1,2017-11-02T09:46:57Z
3,2018-01-19T13:42:54Z
3,2017-12-24T23:08:23Z
2,2018-02-09T21:17:43Z
2,2017-01-07T14:54:19Z
3,2018-04-10T10:28:51Z
1,2017-08-26T08:35:02Z
2,2017-08-01T05:41:26Z
5,2018-08-20T20:15:05Z
4,2018-04-21T05:09:34Z
5,2017-05-23T00:54:17Z
1,2018-03-10T05:55:57Z
5,2017-04-27T09:05:16Z
4,2018-01-22T13:34:05Z
2,2018-08-17T12:35:35Z
2,2016-12-29T00:40:56Z
3,2018-06-14T18:12:52Z
2,2017-12-31T00:19:58Z
3,2017-08-09T00:49:09Z
3,2018-05-02T04:00:54Z
5,2018-04-11T00:08:55Z
4,2018-01-01T00:46:05Z
5,2016-11-21T13:21:11Z
4,2018-03-24T22:03:41Z
4,2017-05-22T17:49:27Z
1,2018-03-01T05:56:43Z
2,2018-05-12T14:07:29Z
1,2018-04-06T19:15:15Z
1,2017-08-31T23:24:09Z
2,2018-05-16T05:54:51Z
1,2018-07-17T00:37:18Z
4,2018-04-04T02:23:03Z
1,2017-09-13T10:50:40Z
2,2017-12-28T17:47:36Z
4,2018-06-05T22:32:55Z
3,2017-11-03T00:52:39Z
3,2016-12-03T06:02:47Z
2,2018-02-21T20:40:39Z
1,2018-09-28T13:48:00Z
2,2018-07-11T05:02:02Z
2,2017-05-24T05:40:21Z
1,2018-05-26T10:19:30Z
4,2018-01-19T05:21:35Z
1,2018-03-15T01:32:08Z
1,2017-08-02T00:54:43Z
3,2018-03-06T00:15:40Z
4,2018-10-10T00:13:25Z
2,2017-06-02T08:31:24Z
2,2017-12-23T12:36:30Z
4,2018-08-01T12:14:51Z
5,2018-03-27T13:35:57Z
1,2018-06-14T19:40:19Z
2,2017-11-17T20:41:24Z
4,2017-06-25T19:51:12Z
5,2017-03-25T20:08:57Z
1,2016-12-09T01:00:25Z
5,2017-06-14T22:37:45Z
5,2017-02-13T18:14:02Z
4,2017-12-22T07:49:18Z
4,2017-01-01T12:00:35Z
3,2018-06-17T09:57:39Z
4,2016-12-27T15:22:38Z
3,2017-06-01T19:19:45Z
1,2018-07-14T00:11:34Z
2,2018-05-27T20:24:43Z
