id,Przyczyna,ID Zamówienia
209,Zbyt dlugi czas oczekiwania,208
210,zle zapakowane jedzenie,209
211,zle zapakowane jedzenie,210
212,zle zapakowane jedzenie,211
213,zle zapakowane jedzenie,212
214,inne,213
215,nieswieze jedzenie,214
216,nieswieze jedzenie,215
217,inne,216
218,zle zapakowane jedzenie,217
219,Zbyt dlugi czas oczekiwania,218
220,nieswieze jedzenie,219
221,Zbyt dlugi czas oczekiwania,220
222,nieswieze jedzenie,221
223,inne,222
224,inne,223
225,zle zapakowane jedzenie,224
226,inne,225
227,zle zapakowane jedzenie,226
228,Zbyt dlugi czas oczekiwania,227
229,inne,228
230,inne,229
231,zle zapakowane jedzenie,230
232,zle zapakowane jedzenie,231
233,inne,232
234,nieswieze jedzenie,233
235,Zbyt dlugi czas oczekiwania,234
236,zle zapakowane jedzenie,235
237,zle zapakowane jedzenie,236
238,Zbyt dlugi czas oczekiwania,237
239,zle zapakowane jedzenie,238
240,inne,239
241,inne,240
242,inne,241
243,Zbyt dlugi czas oczekiwania,242
244,nieswieze jedzenie,243
245,inne,244
246,zle zapakowane jedzenie,245
247,zle zapakowane jedzenie,246
248,zle zapakowane jedzenie,247
249,Zbyt dlugi czas oczekiwania,248
250,nieswieze jedzenie,249
251,nieswieze jedzenie,250
252,nieswieze jedzenie,251
253,zle zapakowane jedzenie,252
254,zle zapakowane jedzenie,253
255,zle zapakowane jedzenie,254
256,inne,255
257,zle zapakowane jedzenie,256
258,zle zapakowane jedzenie,257
259,nieswieze jedzenie,258
260,inne,259
261,zle zapakowane jedzenie,260
262,nieswieze jedzenie,261
263,inne,262
264,inne,263
265,zle zapakowane jedzenie,264
266,inne,265
267,nieswieze jedzenie,266
268,Zbyt dlugi czas oczekiwania,267
269,zle zapakowane jedzenie,268
270,nieswieze jedzenie,269
271,Zbyt dlugi czas oczekiwania,270
272,nieswieze jedzenie,271
273,inne,272
274,Zbyt dlugi czas oczekiwania,273
275,inne,274
276,inne,275
277,Zbyt dlugi czas oczekiwania,276
278,zle zapakowane jedzenie,277
279,Zbyt dlugi czas oczekiwania,278
280,nieswieze jedzenie,279
281,inne,280
282,nieswieze jedzenie,281
283,inne,282
284,zle zapakowane jedzenie,283
285,nieswieze jedzenie,284
286,zle zapakowane jedzenie,285
287,inne,286
288,Zbyt dlugi czas oczekiwania,287
289,zle zapakowane jedzenie,288
290,zle zapakowane jedzenie,289
291,nieswieze jedzenie,290
292,Zbyt dlugi czas oczekiwania,291
293,Zbyt dlugi czas oczekiwania,292
294,Zbyt dlugi czas oczekiwania,293
295,nieswieze jedzenie,294
296,inne,295
297,inne,296
298,nieswieze jedzenie,297
299,nieswieze jedzenie,298
300,nieswieze jedzenie,299
301,inne,300
302,inne,301
303,zle zapakowane jedzenie,302
304,zle zapakowane jedzenie,303
305,nieswieze jedzenie,304
306,Zbyt dlugi czas oczekiwania,305
307,inne,306
308,zle zapakowane jedzenie,307
309,inne,308
310,nieswieze jedzenie,309
311,zle zapakowane jedzenie,310
312,Zbyt dlugi czas oczekiwania,311
313,zle zapakowane jedzenie,312
314,zle zapakowane jedzenie,313
315,Zbyt dlugi czas oczekiwania,314
316,Zbyt dlugi czas oczekiwania,315
317,nieswieze jedzenie,316
318,nieswieze jedzenie,317
319,zle zapakowane jedzenie,318
320,Zbyt dlugi czas oczekiwania,319
321,inne,320
322,Zbyt dlugi czas oczekiwania,321
323,zle zapakowane jedzenie,322
324,nieswieze jedzenie,323
325,inne,324
326,inne,325
327,inne,326
328,inne,327
329,nieswieze jedzenie,328
330,zle zapakowane jedzenie,329
331,inne,330
332,nieswieze jedzenie,331
333,inne,332
334,nieswieze jedzenie,333
335,Zbyt dlugi czas oczekiwania,334
336,zle zapakowane jedzenie,335
337,nieswieze jedzenie,336
338,inne,337
339,inne,338
340,Zbyt dlugi czas oczekiwania,339
341,inne,340
342,nieswieze jedzenie,341
343,nieswieze jedzenie,342
344,nieswieze jedzenie,343
345,Zbyt dlugi czas oczekiwania,344
346,inne,345
347,zle zapakowane jedzenie,346
348,zle zapakowane jedzenie,347
349,zle zapakowane jedzenie,348
350,inne,349
351,Zbyt dlugi czas oczekiwania,350
352,inne,351
353,inne,352
354,zle zapakowane jedzenie,353
355,Zbyt dlugi czas oczekiwania,354
356,zle zapakowane jedzenie,355
357,nieswieze jedzenie,356
358,zle zapakowane jedzenie,357
359,zle zapakowane jedzenie,358
360,nieswieze jedzenie,359
361,inne,360
362,inne,361
363,zle zapakowane jedzenie,362
364,Zbyt dlugi czas oczekiwania,363
365,Zbyt dlugi czas oczekiwania,364
366,inne,365
367,inne,366
368,zle zapakowane jedzenie,367
369,Zbyt dlugi czas oczekiwania,368
370,Zbyt dlugi czas oczekiwania,369
371,zle zapakowane jedzenie,370
372,Zbyt dlugi czas oczekiwania,371
373,nieswieze jedzenie,372
374,inne,373
375,zle zapakowane jedzenie,374
376,zle zapakowane jedzenie,375
377,Zbyt dlugi czas oczekiwania,376
378,inne,377
379,Zbyt dlugi czas oczekiwania,378
380,nieswieze jedzenie,379
381,nieswieze jedzenie,380
382,nieswieze jedzenie,381
383,zle zapakowane jedzenie,382
384,zle zapakowane jedzenie,383
385,inne,384
386,nieswieze jedzenie,385
387,Zbyt dlugi czas oczekiwania,386
388,nieswieze jedzenie,387
389,inne,388
390,Zbyt dlugi czas oczekiwania,389
391,inne,390
392,zle zapakowane jedzenie,391
393,inne,392
394,zle zapakowane jedzenie,393
395,inne,394
396,Zbyt dlugi czas oczekiwania,395
397,nieswieze jedzenie,396
398,Zbyt dlugi czas oczekiwania,397
399,zle zapakowane jedzenie,398
400,nieswieze jedzenie,399
401,inne,400
402,nieswieze jedzenie,401
403,inne,402
404,inne,403
405,inne,404
406,Zbyt dlugi czas oczekiwania,405
407,inne,406
408,nieswieze jedzenie,407
409,inne,408
410,nieswieze jedzenie,409
411,Zbyt dlugi czas oczekiwania,410
412,inne,411
413,inne,412
414,Zbyt dlugi czas oczekiwania,413
415,inne,414
416,zle zapakowane jedzenie,415
417,zle zapakowane jedzenie,416
418,Zbyt dlugi czas oczekiwania,417
419,zle zapakowane jedzenie,418
420,nieswieze jedzenie,419
421,nieswieze jedzenie,420
422,zle zapakowane jedzenie,421
423,zle zapakowane jedzenie,422
424,inne,423
425,nieswieze jedzenie,424
426,nieswieze jedzenie,425
427,Zbyt dlugi czas oczekiwania,426
428,inne,427
429,zle zapakowane jedzenie,428
430,inne,429
431,inne,430
432,inne,431
433,inne,432
434,zle zapakowane jedzenie,433
435,Zbyt dlugi czas oczekiwania,434
436,nieswieze jedzenie,435
437,Zbyt dlugi czas oczekiwania,436
438,Zbyt dlugi czas oczekiwania,437
439,zle zapakowane jedzenie,438
440,Zbyt dlugi czas oczekiwania,439
441,Zbyt dlugi czas oczekiwania,440
442,Zbyt dlugi czas oczekiwania,441
443,nieswieze jedzenie,442
444,inne,443
445,zle zapakowane jedzenie,444
446,zle zapakowane jedzenie,445
447,inne,446
448,Zbyt dlugi czas oczekiwania,447
449,nieswieze jedzenie,448
450,Zbyt dlugi czas oczekiwania,449
451,inne,450
452,Zbyt dlugi czas oczekiwania,451
453,inne,452
454,zle zapakowane jedzenie,453
455,Zbyt dlugi czas oczekiwania,454
456,inne,455
457,zle zapakowane jedzenie,456
458,inne,457
459,inne,458
460,Zbyt dlugi czas oczekiwania,459
461,zle zapakowane jedzenie,460
462,inne,461
463,inne,462
464,nieswieze jedzenie,463
465,nieswieze jedzenie,464
466,zle zapakowane jedzenie,465
467,nieswieze jedzenie,466
468,nieswieze jedzenie,467
469,zle zapakowane jedzenie,468
470,nieswieze jedzenie,469
471,Zbyt dlugi czas oczekiwania,470
472,zle zapakowane jedzenie,471
473,Zbyt dlugi czas oczekiwania,472
474,Zbyt dlugi czas oczekiwania,473
475,nieswieze jedzenie,474
476,nieswieze jedzenie,475
477,Zbyt dlugi czas oczekiwania,476
478,inne,477
479,nieswieze jedzenie,478
480,inne,479
481,Zbyt dlugi czas oczekiwania,480
482,zle zapakowane jedzenie,481
483,Zbyt dlugi czas oczekiwania,482
484,inne,483
485,zle zapakowane jedzenie,484
486,nieswieze jedzenie,485
487,nieswieze jedzenie,486
488,nieswieze jedzenie,487
489,zle zapakowane jedzenie,488
490,zle zapakowane jedzenie,489
491,nieswieze jedzenie,490
492,Zbyt dlugi czas oczekiwania,491
493,nieswieze jedzenie,492
494,zle zapakowane jedzenie,493
495,inne,494
496,inne,495
497,zle zapakowane jedzenie,496
498,nieswieze jedzenie,497
499,nieswieze jedzenie,498
500,inne,499
501,Zbyt dlugi czas oczekiwania,500
502,nieswieze jedzenie,501
503,inne,502
504,Zbyt dlugi czas oczekiwania,503
505,nieswieze jedzenie,504
506,Zbyt dlugi czas oczekiwania,505
507,Zbyt dlugi czas oczekiwania,506
508,Zbyt dlugi czas oczekiwania,507
509,zle zapakowane jedzenie,508
510,zle zapakowane jedzenie,509
511,nieswieze jedzenie,510
512,nieswieze jedzenie,511
513,inne,512
514,nieswieze jedzenie,513
515,inne,514
516,inne,515
517,nieswieze jedzenie,516
518,Zbyt dlugi czas oczekiwania,517
519,inne,518
520,inne,519
521,inne,520
522,nieswieze jedzenie,521
523,zle zapakowane jedzenie,522
524,nieswieze jedzenie,523
525,inne,524
526,nieswieze jedzenie,525
527,zle zapakowane jedzenie,526
528,Zbyt dlugi czas oczekiwania,527
529,inne,528
530,inne,529
531,Zbyt dlugi czas oczekiwania,530
532,inne,531
533,inne,532
534,inne,533
535,zle zapakowane jedzenie,534
536,zle zapakowane jedzenie,535
537,inne,536
538,zle zapakowane jedzenie,537
539,nieswieze jedzenie,538
540,nieswieze jedzenie,539
541,inne,540
542,nieswieze jedzenie,541
543,nieswieze jedzenie,542
544,Zbyt dlugi czas oczekiwania,543
545,zle zapakowane jedzenie,544
546,Zbyt dlugi czas oczekiwania,545
547,nieswieze jedzenie,546
548,nieswieze jedzenie,547
549,inne,548
550,nieswieze jedzenie,549
551,nieswieze jedzenie,550
552,nieswieze jedzenie,551
553,Zbyt dlugi czas oczekiwania,552
554,nieswieze jedzenie,553
555,zle zapakowane jedzenie,554
556,inne,555
557,Zbyt dlugi czas oczekiwania,556
558,nieswieze jedzenie,557
559,nieswieze jedzenie,558
560,inne,559
561,nieswieze jedzenie,560
562,zle zapakowane jedzenie,561
563,Zbyt dlugi czas oczekiwania,562
564,Zbyt dlugi czas oczekiwania,563
565,Zbyt dlugi czas oczekiwania,564
566,inne,565
567,zle zapakowane jedzenie,566
568,Zbyt dlugi czas oczekiwania,567
569,inne,568
570,Zbyt dlugi czas oczekiwania,569
571,inne,570
572,nieswieze jedzenie,571
573,nieswieze jedzenie,572
574,nieswieze jedzenie,573
575,nieswieze jedzenie,574
576,inne,575
577,zle zapakowane jedzenie,576
578,nieswieze jedzenie,577
579,nieswieze jedzenie,578
580,zle zapakowane jedzenie,579
581,inne,580
582,nieswieze jedzenie,581
583,nieswieze jedzenie,582
584,inne,583
585,Zbyt dlugi czas oczekiwania,584
586,nieswieze jedzenie,585
587,zle zapakowane jedzenie,586
588,inne,587
589,zle zapakowane jedzenie,588
590,inne,589
591,zle zapakowane jedzenie,590
592,nieswieze jedzenie,591
593,Zbyt dlugi czas oczekiwania,592
594,zle zapakowane jedzenie,593
595,inne,594
596,zle zapakowane jedzenie,595
597,inne,596
598,nieswieze jedzenie,597
599,nieswieze jedzenie,598
600,zle zapakowane jedzenie,599
601,zle zapakowane jedzenie,600
602,Zbyt dlugi czas oczekiwania,601
603,Zbyt dlugi czas oczekiwania,602
604,inne,603
605,Zbyt dlugi czas oczekiwania,604
606,nieswieze jedzenie,605
607,nieswieze jedzenie,606
608,zle zapakowane jedzenie,607
609,zle zapakowane jedzenie,608
610,zle zapakowane jedzenie,609
611,inne,610
612,inne,611
613,inne,612
614,nieswieze jedzenie,613
615,Zbyt dlugi czas oczekiwania,614
616,nieswieze jedzenie,615
617,inne,616
618,nieswieze jedzenie,617
619,nieswieze jedzenie,618
620,nieswieze jedzenie,619
621,inne,620
622,zle zapakowane jedzenie,621
623,nieswieze jedzenie,622
624,Zbyt dlugi czas oczekiwania,623
625,Zbyt dlugi czas oczekiwania,624
626,inne,625
627,zle zapakowane jedzenie,626
628,nieswieze jedzenie,627
629,Zbyt dlugi czas oczekiwania,628
630,Zbyt dlugi czas oczekiwania,629
631,inne,630
632,nieswieze jedzenie,631
633,zle zapakowane jedzenie,632
634,nieswieze jedzenie,633
635,Zbyt dlugi czas oczekiwania,634
636,Zbyt dlugi czas oczekiwania,635
637,Zbyt dlugi czas oczekiwania,636
638,inne,637
639,nieswieze jedzenie,638
640,Zbyt dlugi czas oczekiwania,639
641,Zbyt dlugi czas oczekiwania,640
642,inne,641
643,Zbyt dlugi czas oczekiwania,642
644,zle zapakowane jedzenie,643
645,zle zapakowane jedzenie,644
646,Zbyt dlugi czas oczekiwania,645
647,zle zapakowane jedzenie,646
648,Zbyt dlugi czas oczekiwania,647
649,Zbyt dlugi czas oczekiwania,648
650,zle zapakowane jedzenie,649
651,zle zapakowane jedzenie,650
652,Zbyt dlugi czas oczekiwania,651
653,nieswieze jedzenie,652
654,nieswieze jedzenie,653
655,zle zapakowane jedzenie,654
656,Zbyt dlugi czas oczekiwania,655
657,inne,656
658,zle zapakowane jedzenie,657
659,nieswieze jedzenie,658
660,inne,659
661,Zbyt dlugi czas oczekiwania,660
662,inne,661
663,Zbyt dlugi czas oczekiwania,662
664,nieswieze jedzenie,663
665,nieswieze jedzenie,664
666,nieswieze jedzenie,665
667,nieswieze jedzenie,666
668,nieswieze jedzenie,667
669,inne,668
670,Zbyt dlugi czas oczekiwania,669
671,Zbyt dlugi czas oczekiwania,670
672,Zbyt dlugi czas oczekiwania,671
673,zle zapakowane jedzenie,672
674,zle zapakowane jedzenie,673
675,Zbyt dlugi czas oczekiwania,674
676,zle zapakowane jedzenie,675
677,Zbyt dlugi czas oczekiwania,676
678,nieswieze jedzenie,677
679,Zbyt dlugi czas oczekiwania,678
680,Zbyt dlugi czas oczekiwania,679
681,nieswieze jedzenie,680
682,Zbyt dlugi czas oczekiwania,681
683,inne,682
684,Zbyt dlugi czas oczekiwania,683
685,nieswieze jedzenie,684
686,nieswieze jedzenie,685
687,zle zapakowane jedzenie,686
688,inne,687
689,zle zapakowane jedzenie,688
690,zle zapakowane jedzenie,689
691,Zbyt dlugi czas oczekiwania,690
692,zle zapakowane jedzenie,691
693,Zbyt dlugi czas oczekiwania,692
694,Zbyt dlugi czas oczekiwania,693
695,nieswieze jedzenie,694
696,Zbyt dlugi czas oczekiwania,695
697,zle zapakowane jedzenie,696
698,Zbyt dlugi czas oczekiwania,697
699,inne,698
700,inne,699
701,nieswieze jedzenie,700
702,Zbyt dlugi czas oczekiwania,701
703,Zbyt dlugi czas oczekiwania,702
704,nieswieze jedzenie,703
705,nieswieze jedzenie,704
706,inne,705
707,nieswieze jedzenie,706
708,nieswieze jedzenie,707
709,zle zapakowane jedzenie,708
710,Zbyt dlugi czas oczekiwania,709
711,inne,710
712,nieswieze jedzenie,711
713,nieswieze jedzenie,712
714,inne,713
715,zle zapakowane jedzenie,714
716,Zbyt dlugi czas oczekiwania,715
717,nieswieze jedzenie,716
718,Zbyt dlugi czas oczekiwania,717
719,inne,718
720,nieswieze jedzenie,719
721,nieswieze jedzenie,720
722,inne,721
723,zle zapakowane jedzenie,722
724,Zbyt dlugi czas oczekiwania,723
725,zle zapakowane jedzenie,724
726,Zbyt dlugi czas oczekiwania,725
727,zle zapakowane jedzenie,726
728,nieswieze jedzenie,727
729,nieswieze jedzenie,728
730,inne,729
731,zle zapakowane jedzenie,730
732,Zbyt dlugi czas oczekiwania,731
733,zle zapakowane jedzenie,732
734,inne,733
735,zle zapakowane jedzenie,734
736,zle zapakowane jedzenie,735
737,Zbyt dlugi czas oczekiwania,736
738,Zbyt dlugi czas oczekiwania,737
739,zle zapakowane jedzenie,738
740,nieswieze jedzenie,739
741,zle zapakowane jedzenie,740
742,inne,741
743,zle zapakowane jedzenie,742
744,zle zapakowane jedzenie,743
745,inne,744
746,zle zapakowane jedzenie,745
747,zle zapakowane jedzenie,746
748,zle zapakowane jedzenie,747
749,Zbyt dlugi czas oczekiwania,748
750,zle zapakowane jedzenie,749
751,zle zapakowane jedzenie,750
752,zle zapakowane jedzenie,751
753,Zbyt dlugi czas oczekiwania,752
754,Zbyt dlugi czas oczekiwania,753
755,Zbyt dlugi czas oczekiwania,754
756,nieswieze jedzenie,755
757,Zbyt dlugi czas oczekiwania,756
758,nieswieze jedzenie,757
759,Zbyt dlugi czas oczekiwania,758
760,zle zapakowane jedzenie,759
761,nieswieze jedzenie,760
762,zle zapakowane jedzenie,761
763,inne,762
764,zle zapakowane jedzenie,763
765,Zbyt dlugi czas oczekiwania,764
766,inne,765
767,inne,766
768,Zbyt dlugi czas oczekiwania,767
769,zle zapakowane jedzenie,768
770,nieswieze jedzenie,769
771,inne,770
772,inne,771
773,nieswieze jedzenie,772
774,nieswieze jedzenie,773
775,nieswieze jedzenie,774
776,Zbyt dlugi czas oczekiwania,775
777,Zbyt dlugi czas oczekiwania,776
778,inne,777
779,inne,778
780,nieswieze jedzenie,779
781,inne,780
782,nieswieze jedzenie,781
783,nieswieze jedzenie,782
784,nieswieze jedzenie,783
785,nieswieze jedzenie,784
786,zle zapakowane jedzenie,785
787,zle zapakowane jedzenie,786
788,nieswieze jedzenie,787
789,Zbyt dlugi czas oczekiwania,788
790,inne,789
791,inne,790
792,Zbyt dlugi czas oczekiwania,791
793,Zbyt dlugi czas oczekiwania,792
794,Zbyt dlugi czas oczekiwania,793
795,nieswieze jedzenie,794
796,nieswieze jedzenie,795
797,inne,796
798,nieswieze jedzenie,797
799,inne,798
800,zle zapakowane jedzenie,799
801,Zbyt dlugi czas oczekiwania,800
802,inne,801
803,Zbyt dlugi czas oczekiwania,802
804,nieswieze jedzenie,803
805,nieswieze jedzenie,804
806,inne,805
807,nieswieze jedzenie,806
808,inne,807
809,zle zapakowane jedzenie,808
810,zle zapakowane jedzenie,809
811,Zbyt dlugi czas oczekiwania,810
812,nieswieze jedzenie,811
813,inne,812
814,nieswieze jedzenie,813
815,nieswieze jedzenie,814
816,nieswieze jedzenie,815
817,inne,816
818,Zbyt dlugi czas oczekiwania,817
819,Zbyt dlugi czas oczekiwania,818
820,nieswieze jedzenie,819
821,Zbyt dlugi czas oczekiwania,820
822,inne,821
823,zle zapakowane jedzenie,822
824,zle zapakowane jedzenie,823
825,zle zapakowane jedzenie,824
826,nieswieze jedzenie,825
827,inne,826
828,zle zapakowane jedzenie,827
829,Zbyt dlugi czas oczekiwania,828
830,Zbyt dlugi czas oczekiwania,829
831,inne,830
832,Zbyt dlugi czas oczekiwania,831
833,inne,832
834,zle zapakowane jedzenie,833
835,nieswieze jedzenie,834
836,nieswieze jedzenie,835
837,inne,836
838,Zbyt dlugi czas oczekiwania,837
839,inne,838
840,nieswieze jedzenie,839
841,inne,840
842,nieswieze jedzenie,841
843,nieswieze jedzenie,842
844,nieswieze jedzenie,843
845,zle zapakowane jedzenie,844
846,nieswieze jedzenie,845
847,nieswieze jedzenie,846
848,zle zapakowane jedzenie,847
849,inne,848
850,nieswieze jedzenie,849
851,Zbyt dlugi czas oczekiwania,850
852,Zbyt dlugi czas oczekiwania,851
853,nieswieze jedzenie,852
854,inne,853
855,Zbyt dlugi czas oczekiwania,854
856,inne,855
857,Zbyt dlugi czas oczekiwania,856
858,nieswieze jedzenie,857
859,Zbyt dlugi czas oczekiwania,858
860,inne,859
861,nieswieze jedzenie,860
862,Zbyt dlugi czas oczekiwania,861
863,Zbyt dlugi czas oczekiwania,862
864,inne,863
865,nieswieze jedzenie,864
866,zle zapakowane jedzenie,865
867,zle zapakowane jedzenie,866
868,inne,867
869,nieswieze jedzenie,868
870,zle zapakowane jedzenie,869
871,inne,870
872,nieswieze jedzenie,871
873,Zbyt dlugi czas oczekiwania,872
874,nieswieze jedzenie,873
875,nieswieze jedzenie,874
876,inne,875
877,nieswieze jedzenie,876
878,zle zapakowane jedzenie,877
879,Zbyt dlugi czas oczekiwania,878
880,nieswieze jedzenie,879
881,nieswieze jedzenie,880
882,nieswieze jedzenie,881
883,inne,882
884,nieswieze jedzenie,883
885,Zbyt dlugi czas oczekiwania,884
886,zle zapakowane jedzenie,885
887,zle zapakowane jedzenie,886
888,nieswieze jedzenie,887
889,Zbyt dlugi czas oczekiwania,888
890,inne,889
891,inne,890
892,inne,891
893,zle zapakowane jedzenie,892
894,nieswieze jedzenie,893
895,inne,894
896,Zbyt dlugi czas oczekiwania,895
897,nieswieze jedzenie,896
898,Zbyt dlugi czas oczekiwania,897
899,inne,898
900,zle zapakowane jedzenie,899
901,zle zapakowane jedzenie,900
902,zle zapakowane jedzenie,901
903,inne,902
904,zle zapakowane jedzenie,903
905,inne,904
906,zle zapakowane jedzenie,905
907,zle zapakowane jedzenie,906
908,inne,907
909,zle zapakowane jedzenie,908
910,zle zapakowane jedzenie,909
911,Zbyt dlugi czas oczekiwania,910
912,inne,911
913,nieswieze jedzenie,912
914,nieswieze jedzenie,913
915,inne,914
916,inne,915
917,Zbyt dlugi czas oczekiwania,916
918,zle zapakowane jedzenie,917
